Iterations;Gain_cumule
1;14.26815684429937
2;28.53631368859874
3;42.80447053289811
4;57.07262737719748
5;71.34078422149685
6;85.60894106579622
7;99.87709791009559
8;114.14525475439495
9;128.41341159869432
10;142.6815684429937
11;156.94972528729306
12;171.21788213159243
13;185.4860389758918
14;199.75419582019117
15;214.02235266449054
16;228.2905095087899
17;242.55866635308928
18;256.82682319738865
19;271.094980041688
20;285.3631368859874
21;299.63129373028676
22;313.8994505745861
23;328.1676074188855
24;342.43576426318486
25;356.70392110748423
26;370.9720779517836
27;385.240234796083
28;399.50839164038234
29;413.7765484846817
30;428.0447053289811
31;442.31286217328045
32;456.5810190175798
33;470.8491758618792
34;485.11733270617856
35;499.3854895504779
36;513.6536463947773
37;527.9218032390767
38;542.189960083376
39;556.4581169276754
40;570.7262737719748
41;584.9944306162741
42;599.2625874605735
43;613.5307443048729
44;627.7989011491723
45;642.0670579934716
46;656.335214837771
47;670.6033716820704
48;684.8715285263697
49;699.1396853706691
50;713.4078422149685
51;727.6759990592678
52;741.9441559035672
53;756.2123127478666
54;770.480469592166
55;784.7486264364653
56;799.0167832807647
57;813.284940125064
58;827.5530969693634
59;841.8212538136628
60;856.0894106579622
61;870.3575675022615
62;884.6257243465609
63;898.8938811908603
64;913.1620380351596
65;927.430194879459
66;941.6983517237584
67;955.9665085680577
68;970.2346654123571
69;984.5028222566565
70;998.7709791009559
71;1013.0391359452552
72;1027.3072927895546
73;1041.575449633854
74;1055.8436064781536
75;1070.111763322453
76;1084.3799201667525
77;1098.648077011052
78;1112.9162338553515
79;1127.184390699651
80;1141.4525475439505
81;1155.72070438825
82;1169.9888612325494
83;1184.257018076849
84;1198.5251749211484
85;1212.7933317654479
86;1227.0614886097474
87;1241.3296454540468
88;1255.5978022983463
89;1269.8659591426458
90;1284.1341159869453
91;1298.4022728312448
92;1312.6704296755443
93;1326.9385865198437
94;1341.2067433641432
95;1355.4749002084427
96;1369.7430570527422
97;1384.0112138970417
98;1398.2793707413412
99;1412.5475275856406
100;1426.8156844299401
101;1441.0838412742396
102;1455.351998118539
103;1469.6201549628386
104;1483.888311807138
105;1498.1564686514375
106;1512.424625495737
107;1526.6927823400365
108;1540.960939184336
